trading_symbol,instrument_key,instrument_type,name,exchange
SHARIKA,BSE_EQ|INE669Y01022,T,SHARIKA ENTERPRISES LIMITED,BSE
HLEGLAS,NSE_EQ|INE461D01028,EQ,HLE GLASCOAT LIMITED,NSE
DOMS,NSE_EQ|INE321T01012,EQ,DOMS INDUSTRIES LIMITED,NSE
JSLL,NSE_EQ|INE0J5801029,EQ,JEENA SIKHO LIFECARE LTD,NSE
DYNPRO,NSE_EQ|INE256H01015,EQ,DYNEMIC PRODUCTS LIMITED,NSE
MINDACORP,BSE_EQ|INE842C01021,A,Minda Corporation Limited,BSE
TVTODAY,NSE_EQ|INE038F01029,EQ,TV TODAY NETWORK LTD,NSE
LUMAXTECH,BSE_EQ|INE872H01027,B,LUMAX AUTO TECHNOLOGIES LTD.,BSE
KOPRAN,NSE_EQ|INE082A01010,EQ,KOPRAN LTD,NSE
UNITECH,BSE_EQ|INE694A01020,B,UNITECH LTD.,BSE
FINEORG,NSE_EQ|INE686Y01026,EQ,FINE ORGANIC IND. LTD.,NSE
GANESHCP,BSE_EQ|INE652V01016,B,Ganesh Consumer Products Limit,BSE
IDEAFORGE,BSE_EQ|INE349Y01013,B,IDEAFORGE TECHNOLOGY LIMITED,BSE
20MICRONS,NSE_EQ|INE144J01027,EQ,20 MICRONS LTD,NSE
IXIGO,NSE_EQ|INE0HV901016,EQ,LE TRAVENUES TECHNOLOGY L,NSE
MMP,NSE_EQ|INE511Y01018,EQ,MMP INDUSTRIES LIMITED,NSE
ABSLAMC,BSE_EQ|INE404A01024,A,Aditya Birla Sun Life AMC Limi,BSE
MORARJEE,BSE_EQ|INE161G01027,Z,MORARJEE TEXTILES LTD.,BSE
KEEPLEARN,BSE_EQ|INE055C01020,B,DSJ KEEP LEARNING LIMITED,BSE
FISCHER,NSE_EQ|INE771F01041,EQ,FISCHER MEDICAL VENTURE L,NSE
GOKUL,NSE_EQ|INE020J01029,EQ,GOKUL REFOILS & SOLV LTD,NSE
VENKEYS,NSE_EQ|INE398A01010,EQ,VENKY S (INDIA) LIMITED,NSE
NEULANDLAB,BSE_EQ|INE794A01010,A,NEULAND LABORATORIES LTD.,BSE
VENUSPIPES,BSE_EQ|INE0JA001018,A,Venus Pipes & Tubes Limited,BSE
INDIAMART,NSE_EQ|INE933S01016,EQ,INDIAMART INTERMESH LTD,NSE
AZAD,NSE_EQ|INE02IJ01035,EQ,AZAD ENGINEERING LIMITED,NSE
PILITA,BSE_EQ|INE600A01035,B,Pil Italica Lifestyle Limited,BSE
ANGELONE,NSE_EQ|INE732I01013,EQ,ANGEL ONE LIMITED,NSE
CIPLA,NSE_EQ|INE059A01026,EQ,CIPLA LTD,NSE
SKYGOLD,NSE_EQ|INE01IU01018,EQ,SKY GOLD AND DIAMONDS LTD,NSE
GMBREW,BSE_EQ|INE075D01018,B,G.M.BREWERIES LTD.,BSE
RAJESHEXPO,NSE_EQ|INE343B01030,EQ,RAJESH EXPORTS LTD,NSE
NOCIL,BSE_EQ|INE163A01018,A,NOCIL LTD.,BSE
ALEMBICLTD,NSE_EQ|INE426A01027,EQ,ALEMBIC LIMITED,NSE
JAIBALAJI,BSE_EQ|INE091G01026,A,JAI BALAJI INDUSTRIES LTD.,BSE
ANIKINDS,NSE_EQ|INE087B01017,EQ,ANIK INDUSTRIES LTD,NSE
SANDUMA,NSE_EQ|INE149K01016,EQ,SANDUR MANG & IRON ORES L,NSE
KOLTEPATIL,NSE_EQ|INE094I01018,EQ,KOLTE PATIL DEV. LTD.,NSE
ARCHIDPLY,BSE_EQ|INE877I01016,B,ARCHIDPLY INDUSTRIES LTD.,BSE
GUJTHEM,BSE_EQ|INE942C01045,B,GUJARAT THEMIS BIOSYN LTD.,BSE
GLENMARK,BSE_EQ|INE935A01035,A,GLENMARK PHARMACEUTICALS LTD.,BSE
BLUEJET,NSE_EQ|INE0KBH01020,EQ,BLUE JET HEALTHCARE LTD,NSE
KOKUYOCMLN,NSE_EQ|INE760A01029,EQ,KOKUYO CAMLIN LIMITED,NSE
RUCHINFRA,BSE_EQ|INE413B01023,B,RUCHI INFRASTRUCTURE LTD.,BSE
APCL,BSE_EQ|INE071F01012,B,ANJANI PORTLAND CEMENT LTD.,BSE
RKDL,NSE_EQ|INE722J01012,EQ,RAVI KUMAR DIST. LTD.,NSE
COMPINFO,BSE_EQ|INE070C01037,Z,COMPUAGE INFOCOM LTD.,BSE
URBANCO,NSE_EQ|INE0CAZ01013,EQ,URBAN COMPANY LIMITED,NSE
STOVEKRAFT,BSE_EQ|INE00IN01015,B,STOVE KRAFT LIMITED,BSE
EQUIPPP,BSE_EQ|INE217G01035,T,EQUIPPP SOCIAL IMPACT TECHNOLO,BSE
MUKANDLTD,BSE_EQ|INE304A01026,B,MUKAND LTD.,BSE
SELMC,BSE_EQ|INE105I01020,T,SEL MANUFACTURING COMPANY LTD.,BSE
ORIENTALTL,NSE_EQ|INE998H01012,EQ,ORIENTAL TRIMEX LTD,NSE
DBSTOCKBRO,NSE_EQ|INE921B01025,EQ,DB (INT) STOCK BROKERS,NSE
BIKAJI,NSE_EQ|INE00E101023,EQ,BIKAJI FOODS INTERN LTD,NSE
PROSTARM,BSE_EQ|INE0BX301013,B,PROSTARM INFO SYSTEMS LIMITED,BSE
ICRA,NSE_EQ|INE725G01011,EQ,ICRA LIMITED,NSE
SUNDARMFIN,NSE_EQ|INE660A01013,EQ,SUNDARAM FINANCE LTD,NSE
RUBYMILLS,BSE_EQ|INE301D01026,B,RUBY MILLS LTD.,BSE
WSTCSTPAPR,NSE_EQ|INE976A01021,EQ,WEST COAST PAPER MILLS LT,NSE
UNIPARTS,BSE_EQ|INE244O01017,B,Uniparts India Limited,BSE
GMBREW,NSE_EQ|INE075D01018,EQ,G M BREWERIES LTD,NSE
MVGJL,BSE_EQ|INE0KNT01012,B,MANOJ VAIBHAV GEMS 'N' JEWELLE,BSE
NOCIL,NSE_EQ|INE163A01018,EQ,NOCIL LIMITED,NSE
DCM,BSE_EQ|INE498A01018,B,DCM LTD.,BSE
CHEVIOT,BSE_EQ|INE974B01016,B,CHEVIOT CO.LTD.,BSE
AJANTPHARM,BSE_EQ|INE031B01049,A,AJANTA PHARMA LTD.,BSE
DBL,BSE_EQ|INE917M01012,A,Dilip Buildcon Limited,BSE
CINELINE,BSE_EQ|INE704H01022,B,CINELINE INDIA LIMITED,BSE
V2RETAIL,NSE_EQ|INE945H01013,EQ,V2 RETAIL LIMITED,NSE
JBCHEPHARM,BSE_EQ|INE572A01036,A,J.B.CHEMICALS & PHARMACEUTICAL,BSE
CHEVIOT,NSE_EQ|INE974B01016,EQ,CHEVIOT COMPANY LIMITED,NSE
SGIL,NSE_EQ|INE00QT01015,EQ,SYNERGY GREEN IND. LTD,NSE
COHANCE,NSE_EQ|INE03QK01018,EQ,COHANCE LIFESCIENCES LTD,NSE
NESCO,BSE_EQ|INE317F01035,B,NESCO LTD.,BSE
KFINTECH,NSE_EQ|INE138Y01010,EQ,KFIN TECHNOLOGIES LIMITED,NSE
AJOONI,NSE_EQ|INE820Y01021,EQ,AJOONI BIOTECH LIMITED,NSE
BOROSCI,BSE_EQ|INE02L001032,B,Borosil Scientific Limited,BSE
BAJAJHFL,NSE_EQ|INE377Y01014,EQ,BAJAJ HOUSING FINANCE LTD,NSE
EMCURE,NSE_EQ|INE168P01015,EQ,EMCURE PHARMACEUTICALS L,NSE
REGENCERAM,BSE_EQ|INE277C01012,B,REGENCY CERAMICS LTD.,BSE
AARTIDRUGS,NSE_EQ|INE767A01016,EQ,AARTI DRUGS LTD.,NSE
LINCOLN,BSE_EQ|INE405C01035,B,LINCOLN PHARMACEUTICALS LTD.,BSE
JTEKTINDIA,NSE_EQ|INE643A01035,EQ,JTEKT INDIA LIMITED,NSE
BHARTIHEXA,NSE_EQ|INE343G01021,EQ,BHARTI HEXACOM LIMITED,NSE
GICRE,NSE_EQ|INE481Y01014,EQ,GENERAL INS CORP OF INDIA,NSE
JUBLFOOD,NSE_EQ|INE797F01020,EQ,JUBILANT FOODWORKS LTD,NSE
CENTENKA,BSE_EQ|INE485A01015,B,CENTURY ENKA LTD.,BSE
RIIL,BSE_EQ|INE046A01015,B,RELIANCE INDUSTRIAL INFRASTRUC,BSE
BHEL,BSE_EQ|INE257A01026,A,BHARAT HEAVY ELECTRICALS LTD.,BSE
EBIX,BSE_EQ|INE432F01032,B,ERAAYA LIFESPACES LIMITED,BSE
TRIGYN,BSE_EQ|INE948A01012,T,TRIGYN TECHNOLOGIES LTD.,BSE
SESHAPAPER,BSE_EQ|INE630A01024,B,SESHASAYEE PAPER & BOARDS LTD.,BSE
CAPITALSFB,BSE_EQ|INE646H01017,B,Capital Small Finance Bank Ltd,BSE
DCM,NSE_EQ|INE498A01018,EQ,DCM LTD,NSE
ARMANFIN,NSE_EQ|INE109C01017,EQ,ARMAN FIN SERV LTD,NSE
MFSL,NSE_EQ|INE180A01020,EQ,MAX FINANCIAL SERV LTD,NSE
RAMAPPR-B,BSE_EQ|INE425E01013,Z,RAMA PAPER MILLS LTD.,BSE
APOLSINHOT,NSE_EQ|INE451F01024,EQ,APOLLO SINDOORI HOTEL LTD,NSE
VINEETLAB,NSE_EQ|INE505Y01010,EQ,VINEET LABORATORIES LTD,NSE
JAIBALAJI,NSE_EQ|INE091G01026,EQ,JAI BALAJI INDUSTRIES LTD,NSE
ORIENTALTL,BSE_EQ|INE998H01012,B,ORIENTAL TRIMEX LTD.,BSE
BAGFILMS,NSE_EQ|INE116D01028,EQ,B.A.G FILMS AND MEDIA LTD,NSE
NAGAFERT,BSE_EQ|INE454M01024,B,NAGARJUNA FERTILIZERS AND CHEM,BSE
UTTAMSUGAR,NSE_EQ|INE786F01031,EQ,UTTAM SUGAR MILLS LTD.,NSE
AMNPLST,BSE_EQ|INE275D01022,B,AMINES & PLASTICIZERS LTD.,BSE
ICIL,BSE_EQ|INE483B01026,B,INDO COUNT INDUSTRIES LTD.,BSE
RAJMET,NSE_EQ|INE00KV01022,EQ,RAJNANDINI METAL LIMITED,NSE
GLAXO,BSE_EQ|INE159A01016,A,GLAXOSMITHKLINE PHARMACEUTICAL,BSE
BOROLTD,NSE_EQ|INE02PY01013,EQ,BOROSIL LIMITED,NSE
RUBICON,NSE_EQ|INE506V01022,EQ,RUBICON RESEARCH LIMITED,NSE
ONELIFECAP,BSE_EQ|INE912L01015,T,ONELIFE CAPITAL ADVISORS LTD.,BSE
BGRENERGY,BSE_EQ|INE661I01014,T,BGR ENERGY SYSTEMS LTD.,BSE
REDTAPE,BSE_EQ|INE0LXT01019,B,REDTAPE Limited,BSE
NFL,NSE_EQ|INE870D01012,EQ,NATIONAL FERT. LTD,NSE
CHOICEIN,NSE_EQ|INE102B01014,EQ,CHOICE INTERNATIONAL LTD,NSE
WILLAMAGOR,NSE_EQ|INE210A01017,EQ,WILLIAMSON MAGOR,NSE
AUBANK,NSE_EQ|INE949L01017,EQ,AU SMALL FINANCE BANK LTD,NSE
MSTCLTD,NSE_EQ|INE255X01014,EQ,MSTC LIMITED,NSE
COCKERILL,BSE_EQ|INE515A01019,B,JOHN COCKERILL INDIA LIMITED,BSE
GANDHITUBE,BSE_EQ|INE524B01027,B,GANDHI SPECIAL TUBES LTD.,BSE
MSPL,BSE_EQ|INE752G01015,B,MSP STEEL & POWER LTD.,BSE
GREENLAM,NSE_EQ|INE544R01021,EQ,GREENLAM INDUSTRIES LTD.,NSE
OFSS,NSE_EQ|INE881D01027,EQ,ORACLE FIN SERV SOFT LTD.,NSE
EMKAY,BSE_EQ|INE296H01011,T,EMKAY GLOBAL FINANCIAL SERVICE,BSE
VGL,BSE_EQ|INE273D01019,T,VARVEE GLOBAL LIMITED,BSE
LPDC,BSE_EQ|INE197J01017,B,LANDMARK PROPERTY DEVELOPMENT,BSE
PAGEIND,BSE_EQ|INE761H01022,A,PAGE INDUSTRIES LTD.,BSE
PRAVEG,BSE_EQ|INE722B01019,B,PRAVEG LIMITED,BSE
SURAJ,BSE_EQ|INE069E01019,Z,SURAJ PRODUCTS LTD.,BSE
APARINDS,BSE_EQ|INE372A01015,A,APAR INDUSTRIES LTD.,BSE
NSL,BSE_EQ|INE01BL01012,B,Northern Spirits Limited,BSE
APEX,NSE_EQ|INE346W01013,EQ,APEX FROZEN FOODS LIMITED,NSE
GHCL,NSE_EQ|INE539A01019,EQ,GHCL LIMITED,NSE
SWELECTES,BSE_EQ|INE409B01013,B,SWELECT ENERGY SYSTEMS LIMITED,BSE
HITECH,BSE_EQ|INE106T01025,B,HI-TECH PIPES LIMITED,BSE
KHAITANLTD,BSE_EQ|INE731C01018,B,KHAITAN (INDIA) LTD.,BSE
RALLIS,BSE_EQ|INE613A01020,A,RALLIS INDIA LTD.,BSE
HEADSUP,BSE_EQ|INE759V01019,B,Heads UP Ventures Limited,BSE
KALYANKJIL,BSE_EQ|INE303R01014,A,Kalyan Jewellers India Limited,BSE
MARALOVER,NSE_EQ|INE882A01013,EQ,MARAL OVERSEAS LTD,NSE
DONEAR,NSE_EQ|INE668D01028,EQ,DONEAR IND. LIMITED,NSE
HDFCLIFE,NSE_EQ|INE795G01014,EQ,HDFC LIFE INS CO LTD,NSE
PDSL,NSE_EQ|INE111Q01021,EQ,PDS LIMITED,NSE
MANKIND,BSE_EQ|INE634S01028,A,Mankind Pharma Limited,BSE
SHIVALIK,BSE_EQ|INE788J01021,B,Shivalik Rasayan Ltd.,BSE
CRAMC,BSE_EQ|INE218I01013,B,Canara Robeco Asset Management,BSE
RBLBANK,BSE_EQ|INE976G01028,A,RBL Bank Limited,BSE
SANGHVIMOV,NSE_EQ|INE989A01032,EQ,SANGHVI MOVERS LTD,NSE
BSL,BSE_EQ|INE594B01012,B,BSL LTD.,BSE
RVTH,BSE_EQ|INE0DAB01012,B,Revathi Equipment India Limite,BSE
ASAHIINDIA,NSE_EQ|INE439A01020,EQ,ASAHI INDIA GLASS LIMITED,NSE
SMSPHARMA,NSE_EQ|INE812G01025,EQ,SMS PHARMACEUTICALS LTD.,NSE
ONMOBILE,BSE_EQ|INE809I01019,B,ONMOBILE,BSE
AMANTA,BSE_EQ|INE084K01015,B,Amanta Healthcare Limited,BSE
IMPAL,BSE_EQ|INE547E01014,B,INDIA MOTOR PARTS & ACCESSORIE,BSE
PARACABLES,NSE_EQ|INE074B01023,EQ,PARAMOUNT COMM LTD,NSE
SVLL,NSE_EQ|INE00CE01017,EQ,SHREE VASU LOGISTICS LTD,NSE
KRYSTAL,NSE_EQ|INE0QN801017,EQ,KRYSTAL INTEGRATED SER L,NSE
INTERARCH,BSE_EQ|INE00M901018,B,Interarch Building Solutions L,BSE
JSFB,NSE_EQ|INE953L01027,EQ,JANA SMALL FIN BANK LTD,NSE
TVSMOTOR,BSE_EQ|INE494B01023,A,TVS MOTOR COMPANY LTD.,BSE
COLPAL,BSE_EQ|INE259A01022,A,COLGATE-PALMOLIVE (INDIA) LTD.,BSE
SAMMAANCAP,NSE_EQ|INE148I01020,EQ,SAMMAAN CAPITAL LIMITED,NSE
DBREALTY,BSE_EQ|INE879I01012,A,VALOR ESTATE LIMITED,BSE
SBCL,BSE_EQ|INE386D01027,B,SHIVALIK BIMETAL CONTROLS LTD.,BSE
AJMERA,BSE_EQ|INE298G01027,B,AJMERA REALTY & INFRA INDIA LT,BSE
SUPREMEINF,BSE_EQ|INE550H01011,Z,SUPREME INFRASTRUCTURE INDIA L,BSE
ICICIGI,BSE_EQ|INE765G01017,A,ICICI Lombard General Insuranc,BSE
NUVOCO,NSE_EQ|INE118D01016,EQ,NUVOCO VISTAS CORP LTD,NSE
PICCADIL,NSE_EQ|INE546C01010,EQ,PICCADILY AGRO INDUSTRI L,NSE
VENUSREM,BSE_EQ|INE411B01019,B,VENUS REMEDIES LTD.,BSE
JKCEMENT,NSE_EQ|INE823G01014,EQ,JK CEMENT LIMITED,NSE
GLOBUSSPR,NSE_EQ|INE615I01010,EQ,GLOBUS SPIRITS LTD,NSE
NATCOPHARM,NSE_EQ|INE987B01026,EQ,NATCO PHARMA LTD.,NSE
URJA,NSE_EQ|INE550C01020,EQ,URJA GLOBAL LIMITED,NSE
IZMO,BSE_EQ|INE848A01014,T,IZMO Limited,BSE
AIIL,BSE_EQ|INE206F01022,A,Authum Investment & Infrastruc,BSE
KAKATCEM,NSE_EQ|INE437B01014,EQ,KAKATIYA CEM SUGAR &IND L,NSE
WEBELSOLAR,BSE_EQ|INE855C01015,A,WEBSOL ENERGY SYSTEM LTD.,BSE
PANAMAPET,BSE_EQ|INE305C01029,B,PANAMA PETROCHEM LTD.,BSE
DENTA,BSE_EQ|INE0R4L01018,B,Denta Water and Infra Solution,BSE
ALICON,BSE_EQ|INE062D01024,B,ALICON CASTALLOY LIMITED,BSE
KIRLOSIND,BSE_EQ|INE250A01039,B,KIRLOSKAR INDUSTRIES LTD,BSE
UNIVPHOTO,BSE_EQ|INE03V001013,B,UNIVERSUS PHOTO IMAGINGS LIMIT,BSE
SPRAYKING,BSE_EQ|INE537U01037,B,Sprayking Limited,BSE
KALPATARU,BSE_EQ|INE227J01012,B,Kalpataru Limited,BSE
BHARTIARTL,BSE_EQ|INE397D01024,A,BHARTI AIRTEL LTD.,BSE
VASWANI,NSE_EQ|INE590L01019,EQ,VASWANI IND LTD,NSE
TITAN,NSE_EQ|INE280A01028,EQ,TITAN COMPANY LIMITED,NSE
GVPIL,NSE_EQ|INE878A01011,EQ,GE POWER INDIA LIMITED,NSE
DAMODARIND,BSE_EQ|INE497D01022,B,DAMODAR INDUSTRIES LTD.,BSE
BBTC,BSE_EQ|INE050A01025,A,The Bombay Burmah Trading Corp,BSE
GRWRHITECH,NSE_EQ|INE291A01017,EQ,GARWARE HI-TECH FILMS LTD,NSE
JUBLINGREA,BSE_EQ|INE0BY001018,A,Jubilant Ingrevia Limited,BSE
SSWL,NSE_EQ|INE802C01033,EQ,STEEL STRIPS WHEELS LTD.,NSE
DANGEE,NSE_EQ|INE688Y01022,EQ,DANGEE DUMS LIMITED,NSE
GLAND,BSE_EQ|INE068V01023,A,Gland Pharma Limited,BSE
HATHWAY,BSE_EQ|INE982F01036,B,HATHWAY CABLE & DATACOM LTD,BSE
ALMONDZ,NSE_EQ|INE326B01035,EQ,ALMONDZ GLOBAL SEC LTD,NSE
POLICYBZR,BSE_EQ|INE417T01026,A,PB Fintech Limited,BSE
UHZAVERI,BSE_EQ|INE556Z01010,T,U. H. ZAVERI LIMITED,BSE
ZFCVINDIA,BSE_EQ|INE342J01019,A,ZF Commercial Vehicle Control ,BSE
HERITGFOOD,NSE_EQ|INE978A01027,EQ,HERITAGE FOODS LTD,NSE
MEDIASSIST,BSE_EQ|INE456Z01021,A,Medi Assist Healthcare Service,BSE
TEXINFRA,NSE_EQ|INE435C01024,EQ,TEXMACO INFRA & HOLDG LTD,NSE
JIOFIN,BSE_EQ|INE758E01017,A,Jio Financial Services Limited,BSE
SPORTKING,BSE_EQ|INE885H01029,B,Sportking India Ltd.,BSE
CLEAN,NSE_EQ|INE227W01023,EQ,CLEAN SCIENCE & TECH LTD,NSE
MUNJALSHOW,BSE_EQ|INE577A01027,B,MUNJAL SHOWA LTD.,BSE
RAYMONDREL,NSE_EQ|INE1SY401010,EQ,RAYMOND REALTY LIMITED,NSE
AKUMS,BSE_EQ|INE09XN01023,B,Akums Drugs and Pharmaceutical,BSE
SHIVALIK,NSE_EQ|INE788J01021,EQ,SHIVALIK RASAYAN LIMITED,NSE
A2ZINFRA,BSE_EQ|INE619I01012,B,A2Z INFRA ENGINEERING LIMITED,BSE
DHANUKA,NSE_EQ|INE435G01025,EQ,DHANUKA AGRITECH LTD,NSE
SPICEJET,BSE_EQ|INE285B01017,A,SPICEJET LTD.,BSE
EDELWEISS,BSE_EQ|INE532F01054,A,EDELWEISS FINANCIAL SERVICES L,BSE
ABCOTS,BSE_EQ|INE08PH01015,B,A B Cotspin India Limited,BSE
AMDIND,BSE_EQ|INE005I01014,B,AMD INDUSTRIES LTD.,BSE
WHIRLPOOL,NSE_EQ|INE716A01013,EQ,WHIRLPOOL OF INDIA LTD,NSE
IMPAL,NSE_EQ|INE547E01014,EQ,IND MOTOR PART & ACC LTD,NSE
LOTUSDEV,NSE_EQ|INE0V9Q01010,EQ,SRI LOTUS DEVLPRS N RTY L,NSE
ASHIANA,BSE_EQ|INE365D01021,B,ASHIANA HOUSING LTD.,BSE
BALKRISIND,BSE_EQ|INE787D01026,A,BALKRISHNA INDUSTRIES LTD.,BSE
AARTIIND,BSE_EQ|INE769A01020,A,AARTI INDUSTRIES LTD.,BSE
GENCON,NSE_EQ|INE854S01022,EQ,GENERIC ENG CONS PROJ LTD,NSE
KRISHANA,NSE_EQ|INE506W01012,EQ,KRISHANA PHOSCHEM LIMITED,NSE
ALPSINDUS,BSE_EQ|INE093B01015,B,ALPS INDUSTRIES LTD.,BSE
JMFINANCIL,BSE_EQ|INE780C01023,A,JM FINANCIAL LTD.,BSE
BFINVEST,BSE_EQ|INE878K01010,B,BF INVESTMENT LTD.,BSE
RMDRIP,BSE_EQ|INE219Y01026,B,R M DRIP AND SPRINKLERS SYSTEM,BSE
MUTHOOTCAP,BSE_EQ|INE296G01013,B,MUTHOOT CAPITAL SERVICES LTD.,BSE
PLASTIBLEN,NSE_EQ|INE083C01022,EQ,PLASTIBLENDS INDIA LTD,NSE
GABRIEL,NSE_EQ|INE524A01029,EQ,GABRIEL INDIA LTD,NSE
IKIO,NSE_EQ|INE0LOJ01019,EQ,IKIO TECHNOLOGIES LIMITED,NSE
TFL,BSE_EQ|INE804H01012,B,TRANSWARRANTY FINANCE LTD.,BSE
SHALPAINTS,BSE_EQ|INE849C01026,B,SHALIMAR PAINTS LTD.,BSE
GODIGIT,NSE_EQ|INE03JT01014,EQ,GO DIGIT GENERAL INS LTD,NSE
KPIGREEN,NSE_EQ|INE542W01025,EQ,KPI GREEN ENERGY LIMITED,NSE
BLISSGVS,BSE_EQ|INE416D01022,B,BLISS GVS PHARMA LTD.,BSE
LASA,BSE_EQ|INE670X01014,T,Lasa Supergenerics Limited,BSE
BHAGCHEM,BSE_EQ|INE414D01027,B,BHAGIRADHA CHEMICALS & INDUSTR,BSE
OLECTRA,BSE_EQ|INE260D01016,A,OLECTRA GREENTECH LIMITED,BSE
RSWM,NSE_EQ|INE611A01016,EQ,RSWM LIMITED,NSE
DPSCLTD,NSE_EQ|INE360C01024,EQ,DPSC LIMITED,NSE
NDTV,BSE_EQ|INE155G01029,B,NEW DELHI TELEVISION LTD.,BSE
ASKAUTOLTD,NSE_EQ|INE491J01022,EQ,ASK AUTOMOTIVE LIMITED,NSE
UFO,NSE_EQ|INE527H01019,EQ,UFO MOVIEZ INDIA LTD.,NSE
UPL,BSE_EQ|INE628A01036,A,UPL LIMITED,BSE
DIFFNKG,BSE_EQ|INE184O01015,B,Diffusion Engineers Limited,BSE
HPAL,BSE_EQ|INE0GSL01024,B,HP Adhesives Limited,BSE
3MINDIA,BSE_EQ|INE470A01017,A,3M INDIA LTD.,BSE
CREST,BSE_EQ|INE559D01011,B,CREST,BSE
INDOAMIN,BSE_EQ|INE760F01028,B,INDO AMINES LTD.,BSE
CLSEL,NSE_EQ|INE419D01026,EQ,CHAMAN LAL SETIA EXP LTD,NSE
LAMBODHARA,BSE_EQ|INE112F01022,B,LAMBODHARA TEXTILES LTD.,BSE
BLUESTARCO,BSE_EQ|INE472A01039,A,BLUE STAR LTD.,BSE
MKPL,BSE_EQ|INE964W01021,B,M.K.Proteins Limited,BSE
RUBFILA,NSE_EQ|INE642C01025,EQ,RUBFILA INTERNATIONAL LTD,NSE
HITECHCORP,NSE_EQ|INE120D01012,EQ,HITECH CORPORATION LTD,NSE
SAURASHCEM,BSE_EQ|INE626A01014,B,SAURASHTRA CEMENT LTD.,BSE
CALSOFT,BSE_EQ|INE526B01014,B,CALIFORNIA SOFTWARE CO.LTD.,BSE
SALASAR,BSE_EQ|INE170V01027,B,Salasar Techno Engineering Lim,BSE
ALANKIT,NSE_EQ|INE914E01040,EQ,ALANKIT LIMITED,NSE
SUBROS,BSE_EQ|INE287B01021,B,SUBROS LTD.,BSE
DECCAN,BSE_EQ|INE452W01019,B,Deccan Health Care Limited,BSE
BESTAGRO,BSE_EQ|INE052T01013,B,BEST AGROLIFE LIMITED,BSE
MINOLTAF,BSE_EQ|INE514C01026,Z,MINOLTA FINANCE LTD.,BSE
MATRIMONY,BSE_EQ|INE866R01028,B,Matrimony.com Limited,BSE
INFOBEAN,BSE_EQ|INE344S01016,B,InfoBeans Technologies Limited,BSE
NARMADA,BSE_EQ|INE117Z01011,T,Narmada Agrobase Limited,BSE
AAREYDRUGS,BSE_EQ|INE198H01019,T,AAREY DRUGS & PHARMACEUTICALS,BSE
SUBEXLTD,NSE_EQ|INE754A01055,EQ,SUBEX LTD,NSE
DENORA,BSE_EQ|INE244A01016,B,DE NORA INDIA LTD.,BSE
MANINFRA,BSE_EQ|INE949H01023,A,MAN INFRACONSTRUCTION LTD.,BSE
IOC,BSE_EQ|INE242A01010,A,INDIAN OIL CORPORATION LTD.,BSE
RAYMONDREL,BSE_EQ|INE1SY401010,B,Raymond Realty Limited,BSE
RATNAMANI,BSE_EQ|INE703B01027,A,RATNAMANI METALS & TUBES LTD.,BSE
WAAREERTL,BSE_EQ|INE299N01021,A,WAAREE RENEWABLE TECHNOLOGIES ,BSE
WINDMACHIN,BSE_EQ|INE052A01021,B,WINDSOR MACHINES LTD.,BSE
VASUDHAGAM,BSE_EQ|INE583K01016,Z,Vasudhagama Enterprises Limite,BSE
TICL,NSE_EQ|INE388G01026,EQ,TWAMEV CONS AND INFRA LTD,NSE
CUMMINSIND,NSE_EQ|INE298A01020,EQ,CUMMINS INDIA LTD,NSE
POWERMECH,BSE_EQ|INE211R01019,A,Power Mech Projects Limited,BSE
NIACL,NSE_EQ|INE470Y01017,EQ,THE NEW INDIA ASSU CO LTD,NSE
ASHIANA,NSE_EQ|INE365D01021,EQ,ASHIANA HOUSING LTD,NSE
AARTIIND,NSE_EQ|INE769A01020,EQ,AARTI INDUSTRIES LTD,NSE
KTKBANK,NSE_EQ|INE614B01018,EQ,KARNATAKA BANK LIMITED,NSE
AMDIND,NSE_EQ|INE005I01014,EQ,AMD INDUSTRIES LIMITED,NSE
PNGJL,BSE_EQ|INE953R01016,A,P N GADGIL JEWELLERS LIMITED,BSE
TMPV,NSE_EQ|INE155A01022,EQ,TATA MOTORS PASS VEH LTD,NSE
UFBL,NSE_EQ|INE382M01027,EQ,UNITED FOODBRANDS LIMITED,NSE
STARCEMENT,BSE_EQ|INE460H01021,A,Star Cement Limited,BSE
BALRAMCHIN,NSE_EQ|INE119A01028,EQ,BALRAMPUR CHINI MILLS LTD,NSE
PITTIENG,BSE_EQ|INE450D01021,A,PITTI ENGINEERING LIMITED,BSE
THEINVEST,NSE_EQ|INE924D01017,EQ,THE INVEST TRUST OF IND L,NSE
JINDRILL,BSE_EQ|INE742C01031,B,JINDAL DRILLING & INDUSTRIES L,BSE
IRMENERGY,BSE_EQ|INE07U701015,B,IRM ENERGY LIMITED,BSE
EUROPRATIK,BSE_EQ|INE198501012,B,EURO PRATIK SALES LIMITED,BSE
DRAGARWQ,BSE_EQ|INE934C01018,B,DR.AGARWALS EYE HOSPITAL LTD.,BSE
IGPL,NSE_EQ|INE204A01010,EQ,I G PETROCHEMICALS LTD,NSE
RCOM,BSE_EQ|INE330H01018,T,RELIANCE COMMUNICATIONS LTD.,BSE
STERTOOLS,NSE_EQ|INE334A01023,EQ,STERLING TOOLS LIMITED,NSE
SUNDRMFAST,BSE_EQ|INE387A01021,A,SUNDRAM FASTENERS LTD.,BSE
HITECH,NSE_EQ|INE106T01025,EQ,HI-TECH PIPES LIMITED,NSE
